2150980	-55.4375	-54.125	-51.4375	-50.75	-53.25	-51.9375	-47.9375	-52.625	8.125	4.6875	10.0625	7	6.25	8.8125	7.25	6.25	-67.511261	-53.602692	-58.18679	-60.27047	-70.063774	-43.340565	-61.520679	-48.549767	5.589844	5096.953125	-6.203125	-0.046875	-0.015625	-0.015625	-17.241379																																																																																																							
2151000	-56	-53.875	-52.375	-51.875	-53.75	-52.8125	-49.25	-52.625	9.1875	6.75	9.8125	10.375	6.75	8.375	9.125	8.625	-42.090328	-39.902466	-48.758102	-43.653088	-50.581322	-29.171515	-45.997227	-34.224438	5.460938	5097.066406	-6.53125	-0.03125	-0.03125	-0.015625	-16.091957																																																																																																							
2151020	-56.25	-53.4375	-53.25	-52.3125	-52.0625	-52.625	-50.125	-52.125	9.875	9.75	9.3125	15.625	8.375	11.75	10.3125	10.8125	-16.721527	-23.128843	-39.850372	-32.713768	-31.619837	-17.398724	-34.172344	-20.367968	5.339844	5097.175781	-6.050781	-0.03125	-0.015625	0	-14.942528																																																																																																							
2151040	-56.5625	-53.4375	-54.1875	-53.3125	-52.75	-51.9375	-51	-53.0625	12.625	8.875	10.25	15.375	12.25	14.375	11.5625	14.0625	1.458578	-8.074257	-29.484066	-30.057077	-16.200607	-8.959821	-26.306454	-8.907728	5.238281	5097.28125	-5.292969	-0.03125	0	0	-13.793106																																																																																																							
2151060	-56.5625	-53.625	-54.5	-53.5625	-53.25	-52.625	-51.875	-53.5	13.1875	11.3125	10.625	15.375	13.0625	15.75	11.25	15.25	12.293713	-3.385978	-20.211691	-29.015238	-10.314213	-0.416734	-22.920475	-0.05209	5.074219	5097.378906	-8.292969	-0.015625	-0.015625	0	-12.643677																																																																																																							
2151080	-54.875	-54.125	-54.5	-53.8125	-53.5	-52.625	-52.125	-53.5	16.0625	12.75	13.125	13.8125	12.3125	15.875	11.4375	15.8125	22.139099	-7.032417	-12.293708	-23.128843	-13.38764	7.501249	-12.970904	7.397065	5.007813	5097.484375	-3.546875	-0.109375	0	0	-11.494255																																																																																																							
2151100	-54.25	-54.375	-54.8125	-54.3125	-53.75	-52.8125	-52.125	-53.3125	19.125	13.375	16.3125	8.3125	12.3125	15.0625	10.875	15.8125	35.266293	-5.105015	-3.646439	0.625106	-15.627601	16.148525	-2.552506	22.50375	4.851563	5097.585938	-8.019531	-0.03125	0	0.015625	-10.344826																																																																																																							
2151120	-54.5625	-54.375	-54.8125	-55.5625	-54.5	-52.625	-51.875	-52.625	13.25	15.0625	17	6.25	13.1875	15.5625	11.75	16.8125	50.477158	6.355227	4.688283	29.431988	-9.584928	28.494331	11.043508	45.684692	4.707031	5097.683594	-7.460938	-0.0625	-0.015625	0.015625	-9.195404																																																																																																							
2151140	-54.25	-54.125	-54.8125	-55.5625	-54.75	-51.9375	-51.5625	-51.9375	13.5	14.375	17.6875	7.625	13.875	16.75	13.5625	15.625	64.646202	25.368818	16.200623	58.134701	11.876984	46.101444	26.306475	67.250809	4.59375	5097.777344	-5.816406	0	0.015625	0.015625	-8.045975																																																																																																							
2151160	-52.4375	-54.8125	-54.5	-55.0625	-54.75	-50.6875	-51.5625	-50.8125	17.25	12	17.4375	11.4375	10.25	18.375	12.0625	16.5	79.023605	48.60186	33.234715	83.086784	37.297894	64.594116	41.986176	86.472763	4.398438	5097.867188	-10.019531	0.03125	0	0	-6.896553																																																																																																							
2151180	-50	-53.625	-53.875	-49.375	-54.25	-49.0625	-50.6875	-48.0625	26.6875	13.0625	18.5625	16.5	10.1875	19.1875	13	22.6875	96.787018	71.053543	54.696644	107.830528	64.385765	82.4617	58.34309	100.902283	4.308594	5097.960938	-4.703125	0.0625	0.015625	0	-5.747124																																																																																																							
2151200	-47.5625	-51.25	-53.25	-46.6875	-54	-47.25	-49	-45.125	33.3125	16.875	23.1875	20.5625	11.5	20.8125	16.125	32.625	113.09182	90.327599	75.220909	125.281364	88.92112	95.067978	73.710243	109.549568	4.167969	5098.050781	-7.417969	0.15625	0.015625	0	-4.597702																																																																																																							
2151220	-45.3125	-48.4375	-51.125	-44.0625	-49	-45.1875	-47.125	-42.6875	39.625	20.3125	27.6875	28.75	17.1875	26.25	21.4375	42.875	122.051651	105.121742	92.202911	129.396637	107.570068	103.558983	87.827187	114.81086	4.105469	5098.136719	-3.453125	0.1875	0	0	-3.448273																																																																																																							
2151240	-42.4375	-45.6875	-48.3125	-42.5625	-46.25	-42.375	-44.9375	-40.25	48.4375	23.9375	34.25	40.8125	22.3125	34.5625	27.875	55.0625	123.614418	114.446213	104.288269	124.760437	118.301025	107.309608	99.756264	114.915047	4.054688	5098.222656	-2.71875	0.265625	0	0	-2.298851																																																																																																							
2151260	-40	-43.3125	-45.4375	-39.5625	-43.6875	-40	-42.6875	-38.375	59.9375	31.5625	41.3125	42.9375	29.4375	44.0625	37.8125	65.75	121.999565	113.716927	111.997887	110.903961	122.207932	108.716095	106.111488	110.435127	4.058594	5098.308594	-0.148438	0.265625	-0.015625	0.015625	-1.149422																																																																																																							
2151280	-37.5	-41.25	-43.0625	-37.5625	-41.6875	-38.1875	-40.625	-36.5625	68.6875	39	48.625	54	36.4375	52.3125	49.9375	71.8125	120.593079	108.924461	114.02948	107.674248	119.759605	108.768181	108.299355	108.299355	4.097656	5098.394531	1.691406	0.203125	-0.03125	0.03125	0																																																																																																							
2151300	-35.125	-39.3125	-41.1875	-35.8125	-39.5	-36	-38.4375	-34.25	73.875	47.125	55	61.25	44.1875	59.25	59.125	75.875	119.186592	103.611069	110.799774	105.225922	109.497475	108.768181	110.383034	110.122574	4.144531	5098.484375	2.128906	0.21875	-0.03125	0.03125	1.176471																																																																																																							
2151320	-32.875	-37.5	-39.25	-33.5	-37.8125	-34.125	-36.125	-32.0625	79.75	51.1875	59.3125	65.5	51.9375	66.5625	65.9375	80	117.050781	100.798073	106.736557	106.059364	108.455597	109.757896	111.164383	113.404343	4.203125	5098.574219	2.773438	0.15625	-0.03125	0.03125	2.352941																																																																																																							
2151340	-30.75	-35.5	-37.0625	-31.375	-35.625	-31.9375	-33.9375	-29.875	84.125	54.5625	63.9375	71.4375	55.75	72.0625	73.875	84.375	116.89447	101.371048	106.11142	106.423973	109.497406	114.081497	112.935478	118.300957	4.25	5098.660156	2.09375	0.1875	-0.015625	0.03125	3.529412																																																																																																							
2151360	-28.3125	-33.375	-35.1875	-29.375	-33.375	-29.6875	-31.875	-27.375	86.5625	58.6875	67.375	76.6875	59.8125	77.5	80.0625	88.8125	117.884178	104.079803	109.132729	111.320587	114.081467	118.978111	116.686066	123.197563	4.269531	5098.753906	0.71875	0.21875	-0.03125	0.03125	4.705883																																																																																																							
2151380	-25.9375	-31.4375	-32.875	-27.5	-30.8125	-27.125	-29.3125	-24.6875	89.1875	62.375	70.375	80.875	66.0625	82.1875	84.625	92.75	121.165977	107.622055	113.560547	117.467445	118.561378	122.937103	120.280411	125.802162	4.332031	5098.84375	2.734375	0.25	-0.015625	0.03125	5.882353																																																																																																							
2151400	-23.5625	-29.25	-30.6875	-25	-28.5	-24.375	-27.125	-22.1875	90.4375	66	73.4375	85.0625	72.0625	85.25	89.8125	96.625	125.020782	112.049881	117.259079	121.218071	123.666389	126.844002	122.937103	127.469109	4.363281	5098.933594	1.113281	0.3125	-0.015625	0.03125	7.058824																																																																																																							
2151420	-21.125	-26.875	-28.0625	-22.25	-26.1875	-21.6875	-24.5625	-19.625	90.875	69.3125	75.9375	88.3125	77.875	88.1875	95.625	100.375	128.042114	116.269325	120.436691	125.697983	127.312828	129.240234	126.896095	128.875595	4.425781	5099.023438	2.773438	0.34375	-0.03125	0.015625	8.235294																																																																																																							
2151440	-18.5	-24.5	-25.5	-19.5625	-23.3125	-19.3125	-21.6875	-16.8125	92.0625	72.6875	78.375	90.3125	83	90.875	100.3125	102.25	129.500702	119.967857	123.82267	129.813248	130.021622	130.7509	129.448608	129.344421	4.480469	5099.117188	2.296875	0.421875	-0.015625	0.015625	9.411765																																																																																																							
2151460	-15.5625	-22.125	-23.0625	-16.6875	-20.75	-16.6875	-19.0625	-14.375	92.6875	75.25	80.875	92.625	87.875	92.4375	104.5	103.75	129.969482	123.666351	126.583504	132.157349	131.896881	131.428055	131.115509	130.386215	4.546875	5099.210938	2.746094	0.40625	-0.03125	0	10.588235																																																																																																							
2151480	-12.875	-19.5	-20.625	-14.375	-18.0625	-14.0625	-16.6875	-12	91.75	76.5	82.5625	93.5625	92	93.4375	108.375	103.75	129.448608	125.750069	128.458862	132.99086	133.251312	131.532288	133.772232	131.844833	4.636719	5099.304688	4.378906	0.421875	-0.015625	0.015625	11.764706																																																																																																							
2151500	-10.375	-16.875	-18.0625	-11.6875	-15.25	-11.375	-13.75	-9.25	90.625	76.9375	83.0625	92.5	94.125	93.375	109.5625	101.875	129.135971	128.042038	126.687645	133.615875	134.345169	133.094955	134.709808	132.521942	4.730469	5099.40625	4.300781	0.375	-0.015625	0.015625	12.941176																																																																																																							
2151520	-7.875	-14.375	-15.4375	-9	-12.625	-8.6875	-11.3125	-6.5625	88.25	76.375	83.3125	89.625	94.625	92.1875	108.9375	98.375	128.927643	131.375961	125.020744	135.230774	133.876373	135.6996	134.241028	132.626175	4.816406	5099.5	4.082031	0.3125	-0.015625	0	14.117647																																																																																																							
2151540	-5.5	-11.75	-12.5625	-6.4375	-9.9375	-5.9375	-8.5	-3.6875	83.625	74.6875	82.375	85.8125	93.3125	90.375	106.3125	92.6875	129.083923	135.387054	122.364052	137.210266	133.928467	137.41864	131.896881	133.199188	4.910156	5099.601563	4.480469	0.296875	-0.015625	0	15.294118																																																																																																							
2151560	-3.0625	-9.25	-10.0625	-3.5	-7.4375	-3.375	-5.5625	-1	77.4375	72.1875	79.125	81.125	88.9375	87.625	100.75	85.9375	130.594589	138.200012	121.530579	139.554413	133.615921	138.720932	129.969482	133.095001	5.007813	5099.703125	4.523438	0.265625	-0.015625	0	16.470589																																																																																																							
2151580	-0.25	-6.375	-8.1875	-0.6875	-4.5625	-0.4375	-2.875	1.5625	69.0625	69.75	75.875	76.5	83.125	82.375	93.8125	77.9375	133.251282	140.752518	122.520332	140.700424	133.355453	139.502319	128.042084	130.855042	5.101563	5099.804688	4.648438	0.265625	0	0	17.647058																																																																																																							
2151600	2.5625	-3.3125	-5.8125	2.25	-1.9375	2.5	-0.4375	4.125	59.9375	67	72.125	71.875	76.875	76.0625	84.5625	68.8125	135.491272	142.471603	124.708229	141.950684	131.376007	139.919098	127.260735	128.510941	5.179688	5099.910156	3.796875	0.28125	0	0	18.82353																																																																																																							
2151620	5.3125	-0.1875	-3.75	5.125	0.6875	5.3125	1.4375	6.6875	50.8125	64	68.75	67.6875	69.9375	69.125	75.5625	59.5	137.158218	142.784149	128.302582	141.429764	129.240234	140.752563	125.229149	125.437515	5.285156	5100.015625	5.136719	0.265625	0	0	20																																																																																																							
2151640	8	2.5625	-0.8125	7.8125	3.375	8.0625	4.0625	9.3125	42.375	61.3125	64.4375	62.75	63.0625	62.1875	67.9375	49.6875	136.116455	143.096786	132.626297	139.033615	127.104538	140.752655	123.979019	122.572533	5.351563	5100.125	3.289063	0.296875	0	0	21.17647																																																																																																							
2151660	10.875	5.375	2.25	10.6875	6.0625	10.8125	6.875	11.625	34.625	58.1875	60.5625	56.0625	55.8125	55.75	60.375	39.5625	131.897003	140.492188	135.803909	136.793655	124.812492	139.241989	127.417091	123.458099	5.449219	5100.234375	4.699219	0.265625	0	0	22.352942																																																																																																							
2151680	13.5625	8.0625	5.125	13.625	8.0625	13.5625	9.4375	14.0625	27.5	54.4375	55.125	48.375	47.375	51.125	53.4375	28.5	127.052452	137.054123	135.178802	135.491364	126.375252	135.43927	131.167725	121.843246	5.546875	5100.34375	5.144531	0.234375	0	0	23.529411																																																																																																							
2151700	16.25	10.75	8.0625	16.0625	10.5625	16.5625	11.8125	16.3125	20.8125	50.4375	48.3125	39.5	37.5625	45.9375	47.4375	17.9375	121.061905	132.417969	134.814209	134.084915	129.136169	131.636581	134.084915	113.404373	5.601563	5100.453125	2.925781	0.203125	0	0	24.705883																																																																																																							
2151720	18.5	13.75	10.5625	18.5625	13	19.1875	14.3125	18.5	14.8125	45	39.625	29.9375	27.3125	39.0625	40.875	9.375	113.404373	130.803116	133.980728	129.969635	129.29245	130.073822	135.230942	100.06881	5.695313	5100.570313	4.808594	0.15625	0	0	25.882353																																																																																																							
2151740	20.5	16.125	12.875	21.1875	15.5625	21.8125	17.75	21.8125	10.1875	38	29.5625	19.75	17.5	29.5	32.5	3.875	102.725502	129.084076	131.792862	117.728012	128.563156	125.281357	134.970474	92.984291	5.769531	5100.683594	3.929688	0.125	0.03125	-0.015625	27.058823																																																																																																							
2151760	22.6875	18.625	15.125	24.125	18.875	23.75	20.3125	23.5625	7.125	29.625	19.1875	11.25	9.0625	18.0625	23.9375	1.5625	88.139702	122.93718	126.687805	108.50769	125.541779	111.164383	128.042191	88.712715	5.78125	5100.796875	0.707031	0.09375	0.046875	-0.015625	28.235294																																																																																																							
2151780	24.5625	20.6875	18.0625	26.625	21.8125	26.125	22.8125	23.8125	4.8125	20.25	10.1875	5.25	4.375	6.625	14.3125	-0.1875	80.846825	111.633209	115.331741	98.349739	115.592201	89.858742	115.123375	81.471924	5.800781	5100.910156	1.332031	0.0625	0.046875	-0.015625	29.411764																																																																																																							
2151800	26.125	23.6875	21.3125	28.3125	23.6875	29.1875	25.75	24.0625	1.625	10.75	4.1875	1.125	2.3125	1.5625	4.875	-0.625	71.939087	96.109787	102.517105	84.232803	99.339493	66.990341	95.74514	69.594948	5.832031	5101.027344	1.761719	0.078125	0.078125	0	30.588236																																																																																																							
2151820	27.0625	26.1875	23.5	28.3125	25.8125	30.75	28.125	27	0	2.5625	2	-0.375	0.875	-2.875	0.625	-7.375	62.458336	86.108116	92.307068	67.980095	79.440338	46.205624	75.741806	55.738464	5.824219	5101.140625	-0.210938	0.09375	0.0625	0	31.764706																																																																																																							
2151840	27.0625	27.25	24.875	30.75	27.375	30.1875	28.625	29.375	-1.9375	0.1875	0	-7.1875	0.875	-5.5625	-9.1875	-9.625	61.364403	69.230301	77.148285	46.778637	55.738464	26.775299	56.936581	53.498508	5.816406	5101.253906	-0.195313	0.0625	0.078125	0	32.941177																																																																																																							
2151860	29.9375	27.8125	25.0625	31.8125	28.125	29.4375	29.0625	29.875	-2.6875	-4.75	-0.375	-11	-3.4375	-11.5625	-11.1875	-7.25	52.925465	59.957882	54.540314	27.712938	37.245773	-2.812969	44.590744	49.226933	5.804688	5101.367188	-0.382813	0.03125	0.09375	0	34.117645																																																																																																							
2151880	30.1875	28.125	25.9375	32.125	28.125	29.1875	29.0625	29.625	-8.4375	-9	-6.3125	-9.9375	-5.75	-10.875	-12.125	-11.9375	44.434467	44.590744	33.807701	12.710445	23.076752	-21.982822	31.151011	37.766693	5.839844	5101.480469	2.21875	-0.046875	0.078125	0	35.294117																																																																																																							
2151900	30.6875	30.375	28.0625	32.375	28.375	29.6875	30.0625	29.625	-14	-8.3125	-6.8125	-9.6875	-15.75	-4.5625	-19.8125	-15.3125	27.400387	29.431974	20.940979	-1.979497	8.751453	-28.754782	22.034912	18.909391	5.792969	5101.59375	-2.109375	-0.03125	0.09375	0	36.470589																																																																																																							
2151920	33.75	29.5	28.0625	31.0625	27.875	29.4375	30.0625	31.75	-16.0625	-14.0625	-13.4375	-10.4375	-15.625	-17.125	-8.375	-10.8125	14.585756	20.420059	11.564422	-19.794958	-2.500417	-29.119425	15.054585	4.47991	5.773438	5101.707031	-0.546875	-0.15625	0.0625	0	37.64706																																																																																																							
2151940	32.125	32	26.8125	30.5	28.375	25.875	31.875	31.4375	-10.5	-12.5	-20.8125	-16.0625	-9.75	-13.25	-15.125	-13.5	-3.33389	8.85564	4.532003	-30.578011	-10.835139	-32.34914	4.375728	-6.407318	5.855469	5101.820313	4.558594	-0.21875	0.109375	0	38.823528																																																																																																							
2151960	32.125	30.9375	26.625	30.1875	28.375	26.5625	31.3125	30.9375	-12.125	-22.0625	-23.5	-6.9375	-14.4375	0.1875	-13.3125	-12.6875	-17.138271	-6.355227	-7.553342	-37.245789	-19.117767	-39.589928	-10.053759	-19.326136	5.800781	5101.933594	-2.488281	-0.125	0.078125	0.015625	40																																																																																																							
2151980	29.5	29.8125	27.0625	29.0625	27.625	26.5625	31.0625	30.1875	-6.75	-15.5	-12.9375	-5.875	-9.375	-8.5	-8.9375	-9.0625	-35.422577	-25.473001	-23.91024	-41.256886	-29.223627	-48.393494	-27.712959	-35.891407	5.769531	5102.050781	-1.160156	-0.21875	0.046875	0	41.176472																																																																																																							
2152000	30.4375	30.0625	26.8125	28.3125	26.875	25.875	30.0625	29.375	-3.5625	-5.125	-12.125	-9.25	-9.4375	-7.8125	-8.9375	-9.125	-54.957054	-39.225273	-32.922142	-44.747025	-39.798283	-55.165421	-44.486565	-55.582157	5.832031	5102.164063	3.261719	-0.359375	0.03125	0	42.35294																																																																																																							
2152020	29.75	28.9375	26.625	27.375	26.0625	24.5	28.8125	28.0625	-6.375	-6.5625	-9.75	-6.5	-7.5625	-4.1875	-10.3125	-10.8125	-62.302044	-58.551418	-42.559174	-53.13385	-52.61293	-61.312294	-63.2397	-67.980072	5.800781	5102.277344	-1.140625	-0.359375	0.078125	0	43.529411																																																																																																							
2152040	28.0625	27.5625	25.3125	26.4375	24.8125	22.8125	27.1875	26.5	-7.875	-9.3125	-8	-7.1875	-6.4375	-3.1875	-9	-9.8125	-71.626488	-68.13633	-56.571903	-63.552231	-63.968967	-78.815186	-75.06456	-80.690498	5.777344	5102.394531	-1.042969	-0.34375	0.015625	0	44.705883																																																																																																							
2152060	25.9375	25.9375	23	25.5	23.4375	21	25.75	24.875	-7.6875	-9.3125	-6.875	-7.375	-5.75	-3.5625	-7.125	-8.0625	-77.929649	-79.857048	-73.241364	-73.97065	-73.137184	-91.161018	-87.097839	-93.92189	5.820313	5102.507813	2.46875	-0.40625	0.09375	0.015625	45.882355																																																																																																							
2152080	23.875	24.1875	21.8125	23.6875	21.8125	18.9375	23.9375	22.75	-6.3125	-8.125	-7.25	-5.6875	-5.5	-4	-5.75	-8.125	-90.483795	-92.723747	-86.420616	-85.01413	-82.044891	-99.495705	-95.849266	-107.569969	5.738281	5102.625	-3.984375	-0.3125	0.015625	0.015625	47.058823																																																																																																							
2152100	22	22.0625	20.0625	21.6875	20.125	16.75	21.8125	20.5625	-6.3125	-6.5625	-7	-5.25	-5.5	-3.8125	-5.125	-8.125	-95.588837	-100.902222	-97.151596	-95.172104	-89.598259	-104.131927	-103.611008	-115.95681	5.847656	5102.738281	5.691406	-0.484375	0.015625	0	48.235294																																																																																																							
2152120	20.5	20	18.3125	19.4375	18	14.625	19.5625	18.0625	-5.5625	-6.125	-6.25	-5.6875	-5.75	-4	-5.125	-7.6875	-97.20372	-107.622124	-104.444511	-103.923592	-94.547028	-107.778404	-109.966263	-122.312073	5.824219	5102.851563	-1.207031	-0.40625	0.046875	0.015625	49.411766																																																																																																							
2152140	18.5	17.6875	15.625	17.0625	16.0625	12.5	17.125	15.1875	-4.625	-6.75	-5.875	-6.125	-5.75	-4.1875	-5.375	-7.375	-98.714386	-113.664803	-110.695557	-109.914177	-98.818573	-110.643463	-115.071281	-126.635712	5.851563	5102.96875	1.632813	-0.578125	-0.03125	0.015625	-49.411766																																																																																																							
2152160	16.5	15.4375	13.375	15	14	10.1875	14.875	12.0625	-4.25	-6.125	-4.3125	-6.125	-5.5	-4	-5.375	-6.3125	-101.891968	-117.311203	-120.436722	-112.049911	-102.100334	-112.258278	-119.446976	-129.396545	5.929688	5103.085938	3.949219	-0.578125	0.046875	0.015625	-48.235294																																																																																																							
2152180	14.3125	12.9375	11	12.6875	11.9375	8.0625	12.375	10.125	-4.375	-6.125	-4.5	-6.125	-5.5	-3.5625	-4.9375	-5.4375	-107.30954	-119.863716	-127.729607	-113.508484	-105.121674	-113.716858	-123.458061	-131.636505	5.890625	5103.203125	-2.011719	-0.671875	-0.015625	0.015625	-47.058823																																																																																																							
2152200	12.1875	10.5	8.3125	10.375	10	5.625	9.9375	7.5625	-5	-5.75	-4.6875	-6.125	-5.0625	-3.25	-4.5625	-5	-122.624588	-122.416222	-131.636505	-116.425636	-107.726273	-116.113091	-126.479401	-132.574158	5.921875	5103.320313	1.507813	-0.75	-0.046875	0.015625	-45.882355																																																																																																							
2152220	9.9375	7.8125	5.6875	8.125	7.75	3.25	7.625	5	-5.125	-5.375	-4.5	-5.875	-4.875	-3.125	-4.125	-3.875	-125.437561	-123.666428	-131.896973	-120.593002	-110.903885	-118.405136	-128.250519	-133.459732	6.023438	5103.4375	5.050781	-0.75	0	0.03125	-44.705883																																																																																																							
2152240	7.5625	5.625	2.625	5.875	5.5	1	4.75	2.125	-4.9375	-4.9375	-3.3125	-5.25	-4.3125	-3.25	-3.75	-3.8125	-125.750107	-125.593834	-131.688599	-124.343628	-112.831291	-120.697182	-130.438385	-135.543411	6.011719	5103.558594	-0.722656	-0.78125	-0.03125	0.015625	-43.529411																																																																																																							
2152260	4.875	3.0625	-0.25	3.4375	3.125	-1.375	1.875	-0.75	-4.0625	-4.375	-2.5	-4.1875	-4.125	-3.1875	-3.5625	-3.375	-125.020859	-128.771484	-128.042191	-127.208725	-114.081535	-122.103706	-130.750977	-140.283829	6.113281	5103.675781	5.082031	-0.84375	-0.03125	0.015625	-42.35294																																																																																																							
2152280	-0.5	0.4375	-2.5625	0.4375	0.6875	-4	-0.6875	-3.5	-2.6875	-3.9375	-3.6875	-3.5625	-3.9375	-3	-3.5625	-3.1875	-124.291573	-132.834671	-121.582787	-130.594711	-115.383835	-120.8535	-130.542618	-141.377762	6.136719	5103.800781	0.867188	-0.84375	0	0.015625	-41.176472																																																																																																							
2152300	-0.5	-2	-4.9375	-2.4375	-1.6875	-6.5	-3.125	-6.375	-5.25	-3.75	-2.6875	-3.125	-3.5	-3	-3.75	-2.6875	-120.853462	-135.855957	-112.622925	-133.407639	-116.529823	-118.405136	-130.386292	-140.700516	6.183594	5103.925781	2.136719	-0.9375	-0.03125	0.015625	-40																																																																																																							
2152320	-2.5	-4.8125	-7.25	-4.8125	-3.8125	-9.125	-5.875	-9.25	-3.1875	-3.9375	-2.3125	-2.9375	-3.5	-2.5625	-3.75	-2.375	-116.373512	-138.929352	-103.454697	-134.241058	-117.415352	-116.373512	-130.959274	-139.137711	6.25	5104.046875	3.167969	-0.9375	0	0.015625	-38.823528																																																																																																							
2152340	-4.9375	-8	-9.125	-7.4375	-6	-11.375	-8.25	-12.25	-3.6875	-3.75	-1.5625	-2.9375	-3	-2.1875	-3.1875	-2.8125	-113.821037	-139.971222	-98.453896	-133.147171	-119.394882	-114.862877	-131.167679	-138.043823	6.253906	5104.171875	-0.074219	-1	-0.015625	0.015625	-37.64706																																																																																																							
2152360	-7.5625	-11	-10.9375	-10.3125	-8.4375	-13.3125	-10.75	-14.8125	-3.8125	-3.125	-1.125	-3.125	-2.3125	-1.375	-2.75	-2.5625	-114.133553	-140.960938	-98.870605	-131.532288	-122.520363	-116.633972	-133.095047	-137.054031	6.308594	5104.296875	2.582031	-1	0	0.015625	-36.470589																																																																																																							
2152380	-9.5625	-13.625	-12.3125	-13	-11.0625	-15.25	-13.5	-17.3125	-3.625	-2.75	-0.5625	-2.75	-2.0625	-1	-2.375	-1.75	-126.479317	-141.429718	-103.037926	-132.938721	-126.896057	-121.322212	-136.89772	-136.012146	6.292969	5104.421875	-0.90625	-1	0	0.015625	-35.294121																																																																																																							
2152400	-11.875	-16.3125	-14.125	-15.4375	-13.4375	-17.625	-16.6875	-20.0625	-3.25	-1.9375	-0.375	-2.5	-2.0625	-0.75	-1.9375	-1.1875	-130.7509	-139.606537	-111.268494	-134.605713	-130.855087	-126.948189	-142.054871	-134.605713	6.308594	5104.550781	0.722656	-1.015625	-0.015625	0	-34.117645																																																																																																							
2152420	-14.9375	-19	-16.5	-17.9375	-16.25	-20.1875	-19.0625	-22.875	-3.25	-1.9375	-0.5625	-2.0625	-1.8125	-0.4375	-1.375	-0.875	-133.095047	-138.616791	-124.916595	-134.918259	-133.407593	-131.688553	-146.899414	-131.480194	6.324219	5104.675781	0.53125	-1	0	0	-32.941177																																																																																																							
2152440	-18.0625	-21.9375	-19.3125	-20.6875	-19.0625	-23.5	-21.9375	-25.5625	-3.25	-1.5625	-1.125	-1.875	-1.8125	-0.1875	-0.375	0.375	-134.814072	-137.731232	-141.89859	-133.668045	-133.563873	-134.345245	-147.88916	-128.719315	6.308594	5104.800781	-0.753906	-1.046875	0	0	-31.764709																																																																																																							
2152460	-20.6875	-24.75	-22.3125	-23.875	-21.9375	-26.625	-25.25	-28.3125	-3.25	-1.1875	-1.3125	-1.6875	-0.875	0.1875	0.1875	0.1875	-136.741516	-138.66893	-158.568069	-133.407639	-133.459732	-133.668091	-143.721848	-125.54174	6.289063	5104.925781	-1.085938	-1.109375	-0.015625	0	-30.588234																																																																																																							
2152480	-23.3125	-27.3125	-25.5	-26.4375	-24.5	-29.4375	-28.75	-30.8125	-2.6875	-0.75	-1.5625	-1	-0.6875	1.375	1.25	-0.875	-136.012192	-140.492096	-163.985596	-132.46994	-131.94902	-129.448608	-136.272659	-120.176224	6.28125	5105.050781	-0.695313	-1.140625	0	0	-29.411766																																																																																																							
2152500	-25.9375	-30.375	-29.375	-29.0625	-27.125	-31.625	-31.625	-32.8125	-1.875	-0.1875	-0.9375	-0.1875	-0.4375	1	1.4375	-1.75	-135.074448	-141.533859	-165.079422	-130.281998	-127.260658	-123.0933	-128.146225	-116.060883	6.25	5105.175781	-1.757813	-1.1875	-0.015625	0	-28.235291																																																																																																							
2152520	-28.5625	-32.8125	-33.5625	-31.375	-29.5	-33.8125	-33.9375	-35.0625	-1.125	0.1875	0.1875	0.6875	-0.4375	0.375	-0.1875	0	-137.626999	-143.40921	-166.694321	-126.062584	-122.416145	-117.050667	-118.56134	-114.341888	6.210938	5105.296875	-2.25	-1.171875	-0.015625	0	-27.058823																																																																																																							
2152540	-31.25	-35.8125	-37.3125	-34.0625	-32.25	-36	-35.6875	-37.4375	-0.1875	0.625	-0.9375	1.125	0.6875	-0.6875	0.1875	0.75	-140.856659	-142.106873	-161.068344	-121.582634	-117.311096	-115.071136	-110.539139	-110.903786	6.179688	5105.421875	-1.703125	-1.203125	-0.015625	0	-25.882355																																																																																																							
2152560	-33.875	-39	-38.8125	-36.4375	-34.5	-38.1875	-37.5	-39.3125	0.75	0.625	0	2.25	0.1875	1.375	0	0.5625	-141.16925	-137.574905	-151.587646	-121.165939	-115.592094	-112.466576	-107.257378	-108.45549	6.148438	5105.542969	-1.859375	-1.1875	-0.015625	0	-24.705879																																																																																																							
2152580	-37	-41.75	-41.875	-38.875	-36.4375	-40.3125	-39.3125	-41.75	1.3125	1.3125	2.875	2.4375	-0.4375	2.375	0	2.875	-140.439972	-137.574905	-136.585159	-123.718445	-118.30088	-109.966164	-109.49733	-107.049011	6.078125	5105.667969	-3.75	-1.203125	-0.03125	0	-23.529411																																																																																																							
2152600	-40.5	-45	-46	-41	-38.625	-42.875	-41.5625	-44.375	2.0625	1.1875	4.3125	1.75	0	3.5625	0.875	3.3125	-141.221344	-138.304199	-121.374306	-124.343544	-124.916557	-104.496506	-110.122437	-102.673286	6.042969	5105.789063	-1.816406	-1.1875	-0.015625	0	-22.352943																																																																																																							
2152620	-43.1875	-46.875	-47.6875	-43.25	-40.625	-45.625	-44.0625	-45.875	1.875	2.1875	5.3125	2.25	0.875	4.3125	2.375	3.6875	-137.106079	-128.250443	-108.403404	-116.113014	-125.958397	-97.099442	-102.621193	-96.057602	5.957031	5105.910156	-4.453125	-1.171875	-0.015625	0	-21.176468																																																																																																							
